y,inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,assets_estimate,response_time_minutes,volunteering_index
0,Texas,1962,Female,Heterosexual / straight,No,4-year,Yes,White,Unemployed,,Broadband,Widowed,Republican,Conservative,No,Very important,A few times a year,Once a day,Protestant,0,Most of the time,"$40,000 - $49,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,112698.0,14.9,0.0
1,Illinois,1957,Female,Heterosexual / straight,No,Post-grad,Yes,Hispanic,Part-time,Broadband,Broadband,Married,Republican,Moderate,No,Very important,Once a week,Several times a day,Roman Catholic,0,Only now and then,Prefer not to say,Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,93392.0,12.4,0.81
1,Colorado,1971,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Not at all important,Seldom,Never,Protestant,1,Most of the time,Prefer not to say,Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,107085.0,11.8,0.0
1,Texas,1964,Female,Heterosexual / straight,No,4-year,Yes,Hispanic,Permanently disabled,Broadband,Broadband,Never married,Democrat,Moderate,No,Very important,A few times a year,Several times a day,Roman Catholic,0,Most of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,57476.0,9.9,0.16
0,New Jersey,1946,Male,Heterosexual / straight,No,Post-grad,Yes,White,Part-time,Broadband,Broadband,Married,Republican,Very conservative,No,Very important,Once or twice a month,Several times a day,Roman Catholic,0,Most of the time,"$150,000 - $199,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,160540.0,15.1,0.0
0,California,1943,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Married,Independent,Moderate,No,Not at all important,Never,Never,Something else,0,Most of the time,Prefer not to say,Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,103890.0,,1.1
0,Texas,1964,Male,Heterosexual / straight,No,High school graduate,Yes,White,Permanently disabled,Broadband,,Divorced,Republican,Moderate,Yes,Not too important,Seldom,Seldom,Protestant,0,Only now and then,"$10,000 - $19,999",Other,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,23191.0,7.8,0.05
0,Pennsylvania,1953,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not at all important,Never,Never,Agnostic,0,Most of the time,"$100,000 - $119,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,75614.0,12.4,0.0
0,Pennsylvania,1958,Female,Heterosexual / straight,No,High school graduate,Yes,Mixed,Full-time,,Broadband,Never married,Democrat,Liberal,No,Very important,Once a week,Several times a day,Roman Catholic,0,Some of the time,"$30,000 - $39,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,53418.0,,0.48
1,North Carolina,1978,Female,Heterosexual / straight,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Never married,Democrat,Liberal,No,Somewhat important,A few times a year,A few times a month,Protestant,0,Only now and then,"$30,000 - $39,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,70403.0,1.7,1.23
1,New Jersey,1943,Male,Heterosexual / straight,No,High school graduate,Yes,Black,Retired,Broadband,,Married,Democrat,Moderate,No,Somewhat important,A few times a year,Once a day,Protestant,0,Only now and then,"$80,000 - $99,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,130107.0,24.4,1.33
0,Pennsylvania,1970,Male,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,Broadband,Never married,Republican,Conservative,No,Not too important,Never,Never,Nothing in particular,0,Most of the time,"$10,000 - $19,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,26933.0,13.9,0.0
1,Pennsylvania,1962,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Divorced,Other,Liberal,No,Not at all important,Never,Once a day,Buddhist,0,Most of the time,"$120,000 - $149,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,88805.0,6.8,0.0
1,South Dakota,1980,Male,Heterosexual / straight,No,4-year,Yes,White,Retired,,,Never married,Republican,Not sure,No,Not at all important,Seldom,Seldom,Nothing in particular,0,Most of the time,"$100,000 - $119,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,146033.0,8.0,0.0
0,Wisconsin,1943,Male,Heterosexual / straight,No,4-year,Yes,Other,Retired,Broadband,,Married,Independent,Conservative,Yes,Somewhat important,Once or twice a month,Once a day,Protestant,0,Some of the time,"$50,000 - $59,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,76068.0,19.3,0.0
0,South Carolina,1973,Female,Heterosexual / straight,Yes,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Somewhat important,A few times a year,Several times a day,Protestant,0,Most of the time,"$80,000 - $99,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,75701.0,12.9,0.47
1,Massachusetts,1958,Female,Heterosexual / straight,No,Some college,Yes,White,Homemaker,Broadband,,Married,Independent,Liberal,No,Not too important,Seldom,Several times a day,Nothing in particular,1,Some of the time,"$60,000 - $69,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,61300.0,,1.41
0,Oregon,1973,Male,Prefer not to say,No,2-year,Yes,White,Other,Broadband,Broadband,Divorced,Independent,Moderate,No,Not too important,Seldom,A few times a week,Something else,0,Some of the time,"$20,000 - $29,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,41737.0,,0.08
1,Maryland,1963,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Somewhat important,Once or twice a month,Once a day,Roman Catholic,0,Most of the time,"$150,000 - $199,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,147446.0,15.8,1.03
0,Virginia,1934,Male,Heterosexual / straight,No,Post-grad,Yes,Native American,Retired,Broadband,,Married,Independent,Very conservative,No,Very important,Once a week,Several times a day,Roman Catholic,0,Most of the time,Prefer not to say,Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",Yes,49291.0,15.9,0.0
0,Florida,1946,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Republican,Very conservative,No,Not at all important,Never,Never,Roman Catholic,0,Some of the time,"$40,000 - $49,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,49897.0,11.9,0.76
0,Rhode Island,1963,Female,Heterosexual / straight,No,High school graduate,Yes,Hispanic,Unemployed,Broadband,Broadband,Married,Democrat,Not sure,Yes,Very important,Seldom,Several times a day,Protestant,0,Don't know,"Less than $10,000",Rent,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,862.0,9.8,1.03
1,North Carolina,1960,Male,Heterosexual / straight,No,2-year,Yes,White,Other,Broadband,Broadband,Never married,Independent,Very conservative,No,Very important,A few times a year,Once a week,Protestant,0,Only now and then,"$70,000 - $79,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,76890.0,15.2,1.87
0,Louisiana,1971,Female,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Divorced,Republican,Moderate,No,Very important,Once or twice a month,Several times a day,Protestant,1,Some of the time,"$20,000 - $29,999",Rent,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,10484.0,10.1,0.72
1,Nevada,1964,Male,Heterosexual / straight,No,Some college,Yes,White,Permanently disabled,Broadband,,Married,Democrat,Liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$60,000 - $69,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,54974.0,8.1,0.0
1,Ohio,1971,Male,Gay man,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Liberal,No,Not at all important,Never,Never,Nothing in particular,0,Some of the time,Prefer not to say,Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,79211.0,15.6,0.0
1,Washington,1945,Female,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,,Divorced,Other,Not sure,No,Not too important,Seldom,A few times a week,Nothing in particular,0,Some of the time,"$20,000 - $29,999",Own,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,56829.0,11.6,0.71
1,New York,1972,Male,Heterosexual / straight,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Very important,A few times a year,Several times a day,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,56171.0,2.3,0.74
0,District of Columbia,1989,Female,Bisexual,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$70,000 - $79,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,86057.0,6.3,1.22
0,Oregon,1959,Male,Heterosexual / straight,No,4-year,Yes,White,Unemployed,Broadband,Broadband,Married,Republican,Very conservative,Yes,Very important,A few times a year,Once a day,Protestant,0,Hardly at all,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,10.0,0.31
0,Florida,1965,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Republican,Very conservative,Yes,Very important,Once a week,Several times a day,Protestant,1,Most of the time,"$120,000 - $149,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,61787.0,7.2,1.05
1,California,1972,Female,Prefer not to say,No,Post-grad,Yes,White,Part-time,Broadband,Broadband,Never married,Not sure,Conservative,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$30,000 - $39,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,2177.0,4.0,1.29
0,Maine,1953,Male,Other,No,4-year,Yes,White,Retired,Broadband,,Married,Democrat,Very liberal,No,Not at all important,Seldom,Never,Nothing in particular,0,Most of the time,"$60,000 - $69,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"Yes, a member of my household is currently a union member",Yes,72521.0,18.8,0.17
0,Mississippi,1960,Male,Heterosexual / straight,No,Some college,Yes,White,Permanently disabled,Broadband,,Married,Republican,Conservative,Yes,Somewhat important,Seldom,A few times a week,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,38391.0,19.7,0.12
1,California,1956,Male,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not too important,A few times a year,A few times a week,Roman Catholic,0,Most of the time,"$150,000 - $199,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,176867.0,,0.29
1,Missouri,1953,Female,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,,Married,Democrat,Liberal,No,Very important,Once or twice a month,A few times a month,Protestant,0,Most of the time,"$200,000 - $249,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,195640.0,9.7,0.0
1,Ohio,1955,Female,Heterosexual / straight,No,High school graduate,Yes,White,Permanently disabled,Broadband,Broadband,Married,Democrat,Very liberal,No,Somewhat important,Never,Several times a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,47104.0,14.0,0.88
1,Florida,1941,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Republican,Conservative,Yes,Not too important,Seldom,A few times a week,Protestant,0,Most of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,99366.0,17.3,0.0
1,Illinois,1971,Male,Heterosexual / straight,No,4-year,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Republican,Moderate,No,Somewhat important,Once a week,A few times a week,Roman Catholic,3,Most of the time,"$250,000 - $349,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,295975.0,1.0,1.01
0,Michigan,1992,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Domestic / civil partnership,Democrat,Liberal,No,Not at all important,Never,Never,Nothing in particular,0,Some of the time,"$40,000 - $49,999",Own,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,34868.0,13.4,0.0
1,Washington,1983,Male,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$70,000 - $79,999",Own,Town,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,52795.0,8.9,0.86
1,South Carolina,1963,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Very important,Once or twice a month,Several times a day,Roman Catholic,0,Most of the time,"$70,000 - $79,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,85309.0,10.2,1.45
0,Maryland,1968,Male,Heterosexual / straight,No,No HS,Yes,Hispanic,Unemployed,Broadband,,Never married,Democrat,Very liberal,No,Very important,Seldom,Never,Roman Catholic,0,Most of the time,"Less than $10,000",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,10355.0,,0.0
0,Idaho,1947,Female,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,,Married,Democrat,Conservative,Yes,Very important,Never,A few times a week,Protestant,0,Most of the time,"$20,000 - $29,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,12360.0,18.3,1.33
1,Massachusetts,1991,Female,Bisexual,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Never married,Other,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,Prefer not to say,Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,71959.0,13.9,0.0
1,Indiana,1963,Male,Heterosexual / straight,No,4-year,Yes,Black,Permanently disabled,Broadband,Broadband,Divorced,Independent,Very conservative,Yes,Very important,More than once a week,Several times a day,Protestant,2,Most of the time,Prefer not to say,Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,43974.0,1.0,2.07
0,North Carolina,1962,Male,Gay man,No,Some college,Yes,Black,Permanently disabled,Dial-up,,Never married,Democrat,Moderate,Yes,Very important,Once a week,A few times a week,Protestant,0,Only now and then,"$10,000 - $19,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,80203.0,12.0,0.42
1,Pennsylvania,1963,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,Broadband,Married,Independent,Moderate,No,Not too important,Seldom,Once a day,Nothing in particular,1,Some of the time,"$150,000 - $199,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,153939.0,9.4,0.42
1,Texas,1981,Male,Heterosexual / straight,No,4-year,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not too important,A few times a year,A few times a month,Protestant,1,Most of the time,"$80,000 - $99,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,67980.0,7.7,0.2
1,Georgia,1947,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Widowed,Republican,Conservative,Yes,Very important,More than once a week,Several times a day,Protestant,0,Some of the time,"$10,000 - $19,999",Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,15.4,0.91
1,Pennsylvania,1974,Male,Heterosexual / straight,No,Post-grad,Yes,White,Part-time,Broadband,Broadband,Married,Other,Conservative,No,Very important,Once a week,Several times a day,Roman Catholic,2,Most of the time,"$50,000 - $59,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,72209.0,5.9,1.4
1,New Mexico,1982,Male,Heterosexual / straight,Yes,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Very conservative,Yes,Very important,More than once a week,Several times a day,Roman Catholic,2,Most of the time,"$120,000 - $149,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"Yes, a member of my household is currently a union member",Yes,126367.0,2.9,0.3
1,Montana,1942,Male,Heterosexual / straight,No,Some college,Yes,White,Retired,Broadband,Broadband,Divorced,Other,Very conservative,Yes,Very important,More than once a week,Several times a day,Protestant,0,Some of the time,"$10,000 - $19,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,10.6,0.0
0,West Virginia,1996,Female,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,,,Married,Independent,Moderate,No,Not at all important,Never,Never,Agnostic,2,Hardly at all,"$20,000 - $29,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,4376.0,14.3,0.0
0,Illinois,1993,Female,Heterosexual / straight,No,4-year,Yes,White,Student,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not too important,Seldom,Seldom,Nothing in particular,0,Some of the time,"$10,000 - $19,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,46451.0,3.5,0.0
1,Pennsylvania,1973,Female,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Not sure,No,Somewhat important,Once or twice a month,Seldom,Roman Catholic,0,Don't know,"$70,000 - $79,999",Own,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,30298.0,1.5,0.11
1,New Mexico,1963,Female,Heterosexual / straight,No,Post-grad,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Republican,Conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Some of the time,Prefer not to say,Other,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,15564.0,5.2,1.21
0,Minnesota,1944,Male,Gay man,No,Post-grad,Yes,White,Retired,Broadband,,Never married,Democrat,Very liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,"$60,000 - $69,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,82567.0,16.7,0.97
0,Texas,1961,Female,Heterosexual / straight,No,Post-grad,Yes,White,Retired,Broadband,,Married,Democrat,Very liberal,No,Somewhat important,Once or twice a month,A few times a month,Roman Catholic,1,Most of the time,"$150,000 - $199,999",Other,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,171248.0,15.1,0.0
1,New York,1986,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not too important,Seldom,Seldom,Roman Catholic,0,Most of the time,"$70,000 - $79,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,89829.0,12.8,0.08
1,Connecticut,1963,Male,Gay man,No,High school graduate,Yes,White,Full-time,Broadband,,Domestic / civil partnership,Democrat,Moderate,No,Somewhat important,Seldom,A few times a week,Roman Catholic,0,Most of the time,"$30,000 - $39,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,59982.0,21.0,0.41
0,Maryland,1937,Female,Heterosexual / straight,No,4-year,Yes,White,Homemaker,Broadband,,Married,Independent,Liberal,No,Somewhat important,Once a week,Several times a day,Roman Catholic,0,Most of the time,"$50,000 - $59,999",Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,53621.0,,0.55
0,Pennsylvania,1959,Male,Heterosexual / straight,No,Some college,Yes,White,Other,Broadband,Broadband,Married,Republican,Conservative,Yes,Very important,More than once a week,Several times a day,Protestant,0,Most of the time,"$50,000 - $59,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,65736.0,12.7,1.54
1,California,1997,Male,Heterosexual / straight,No,Some college,Yes,Asian,Student,Broadband,Broadband,Never married,Democrat,Moderate,No,Not too important,Seldom,Never,Atheist,0,Hardly at all,Prefer not to say,Rent,City,I was born in the USA but at least one of my parents is an immigrant,Yes,"Yes, a member of my household is currently a union member",No,19199.0,4.0,0.39
0,Maryland,1952,Female,Heterosexual / straight,No,4-year,Yes,White,Retired,Broadband,Broadband,Married,Democrat,Liberal,No,Very important,A few times a year,Several times a day,Roman Catholic,0,Most of the time,Prefer not to say,Own,Rural area,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,7311.0,12.5,0.68
0,Illinois,1943,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Dial-up,,Married,Republican,Conservative,Yes,Very important,Once a week,Several times a day,Roman Catholic,0,Some of the time,Prefer not to say,Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,43322.0,15.2,1.2
1,Kentucky,1954,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Divorced,Independent,Very conservative,No,Very important,More than once a week,Several times a day,Protestant,0,Most of the time,"$70,000 - $79,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,109696.0,7.5,0.02
1,Delaware,1960,Male,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Conservative,Yes,Very important,Seldom,Several times a day,Protestant,1,Most of the time,"$100,000 - $119,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,155226.0,10.5,0.23
0,Tennessee,1940,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Widowed,Other,Very liberal,Yes,Very important,Seldom,Several times a day,Something else,0,Most of the time,"$30,000 - $39,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,28700.0,15.5,0.66
1,Michigan,1980,Male,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Liberal,No,Not at all important,Never,Never,Atheist,2,Most of the time,"$150,000 - $199,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,181667.0,,0.0
0,Pennsylvania,1958,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Somewhat important,Never,Don't know,Protestant,0,Most of the time,"$120,000 - $149,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,128405.0,8.6,0.78
1,Arizona,1967,Female,Heterosexual / straight,No,4-year,Yes,White,Homemaker,Broadband,Broadband,Married,Democrat,Very liberal,No,Not at all important,Never,Never,Agnostic,3,Most of the time,"$100,000 - $119,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,118378.0,3.9,1.35
0,California,1956,Female,Heterosexual / straight,No,No HS,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Very important,Seldom,Several times a day,Something else,0,Most of the time,"$50,000 - $59,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,57694.0,11.1,0.67
1,Florida,1958,Female,Heterosexual / straight,No,Post-grad,Yes,Mixed,Retired,Broadband,Broadband,Married,Other,Conservative,No,Not at all important,Seldom,Seldom,Nothing in particular,0,Some of the time,"$80,000 - $99,999",Own,Other,I was born in the USA but at least one of my parents is an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,108963.0,13.5,0.76
0,Maryland,1957,Female,Other,No,High school graduate,Yes,Mixed,Part-time,Broadband,Broadband,Divorced,Republican,Conservative,No,Not at all important,Never,Never,Protestant,0,Only now and then,"$10,000 - $19,999",Rent,Town,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,9774.0,8.5,0.02
0,Kansas,1955,Female,Heterosexual / straight,No,Post-grad,Yes,White,Other,Broadband,Broadband,Divorced,Democrat,Very liberal,No,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,62721.0,16.8,0.28
0,California,1972,Female,Heterosexual / straight,No,High school graduate,Yes,Hispanic,Part-time,Broadband,Broadband,Domestic / civil partnership,Independent,Liberal,Yes,Somewhat important,Seldom,Several times a day,Nothing in particular,1,Only now and then,"$50,000 - $59,999",Rent,Rural area,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,23801.0,9.1,0.0
1,Mississippi,1989,Female,Heterosexual / straight,No,4-year,Yes,White,Homemaker,Broadband,,Married,Democrat,Liberal,No,Not at all important,Never,Never,Atheist,2,Most of the time,"$40,000 - $49,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,70330.0,10.3,0.0
0,Colorado,1961,Female,Heterosexual / straight,No,4-year,Yes,White,Homemaker,Broadband,,Married,Other,Very conservative,No,Very important,Never,Several times a day,Something else,0,Most of the time,"$50,000 - $59,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,99194.0,18.1,0.47
